source_id,family,required,authentication,expected_output_count,present_count,local_rows,local_status,materiality_tier,materiality_label,coverage_status,certification_status,first_expected_output
census_gov_finances,territorial,False,api_key:CENSUS_API_KEY,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_census_gov_finances.csv
centinelas_pre_official_signals,pre_officialization,False,none,2,0,0,not_materialized,empty,empty,uncontracted,uncertified,exports/centinelas_intake/funding_awards.jsonl
cms_open_payments,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_cms_open_payments.csv
compras_pr,territorial,False,none,2,0,0,partially_materialized,empty,empty,unverifiable,uncertified,data/staging/processed/pr_compras_rfps.csv
congressional_earmarks,federal,False,none,1,0,0,partially_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_earmarks.csv
cor3,territorial,True,none,1,0,0,partially_materialized,empty,empty,unverifiable,uncertified,data/staging/processed/pr_cor3_projects.csv
crim_property_tax,municipal,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_crim_property_tax.csv
ddec_incentives,territorial,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_ddec_incentives.csv
doj_settlements,federal,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_doj_settlements.csv
dtop_centerline_lrs,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_roadwatch_segments.csv
dtop_road_contracts,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_dtop_road_contracts.csv
dtop_vehicle_fees,territorial,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_dtop_fees.csv
emma_infra_revenue,infrastructure_revenue,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_emma_revenue_disclosures.csv
eqb_epa_icis,territorial,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_epa_echo_icis.csv
equitable_sharing,federal,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_equitable_sharing.csv
estadisticas_pr_external_trade,territorial,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_external_trade.csv
exim_bank,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_exim.csv
fec_committees,political_finance,False,api_key:FEC_API_KEY,3,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_fec_committees.csv
federal_audit_clearinghouse,federal,False,api_key:FAC_API_KEY,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_single_audits.csv
fema_individual_assistance,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_fema_ia.csv
fhwa_hpms_routes,infrastructure,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_hpms_routes.csv
fhwa_nbi_bridges,infrastructure,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_nbi_bridges.csv
financialdata_net,optional_commercial_enrichment,False,api_key:FINANCIALDATA_API_KEY,4,0,0,not_materialized,empty,empty,uncontracted,uncertified,outputs/enrichment/financialdata_identifier_crosswalk.csv
fpds_report_builder,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_fpds_report_builder.csv
fta_ntd,infrastructure,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_fta_ntd.csv
gaming_commission,territorial,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_gaming.csv
grants_gov,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_grants_master.csv
hacienda_sut_ivu,territorial,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_hacienda_sut_ivu.csv
haf,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_haf.csv
highergov_supplemental,federal,False,api_key:HIGHERGOV_API_KEY,2,1,0,partially_materialized,empty,empty,uncontracted,uncertified,data/raw/HigherGov/
hud_cdbg_mit,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_cdbg_mit.csv
hud_drgr_authorized,manual_export,True,manual_export,2,0,0,not_materialized,empty,empty,unverifiable,uncertified,data/staging/processed/hud_drgr_activities.csv
irs_ctc_eitc_pr,federal,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_irs_ctc_eitc.csv
legislapr_discovery,territorial_legislation,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_legislapr_measures_probe.json
legislapr_sessions,territorial_legislation,False,none,1,1,0,fully_materialized,empty,empty,uncontracted,provisional,data/staging/processed/pr_legislapr_sessions.json
legislative_canonical_sources,territorial_legislation,False,api_key:OPENSTATES_API_KEY,1,1,0,fully_materialized,empty,empty,uncontracted,provisional,data/staging/processed/pr_legislative_measures_canonical.json
legislative_fiscal_link_candidates,territorial_legislation,False,none,1,0,0,partially_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_legislative_fiscal_link_candidates.csv
lihtc,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_lihtc.csv
loteria_pr,territorial,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_loteria.csv
msrb_rtrs_trades,bonds,False,none,1,0,0,partially_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_msrb_trades.csv
nara_catalog_aws_open_data,provenance_archival,False,none,2,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/nara_nextgen/nara_bulk_catalog_index.csv
nara_nextgen_catalog_v3,provenance_archival,False,api_key:NARA_API_KEY,2,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/nara_nextgen/nara_record_locator_index.csv
nfip_claims,federal,False,none,1,0,0,partially_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_nfip_claims.csv
ngo_integration_layer,nonprofit,False,none,3,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/ngos/ngos_master.csv
nmtc,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_nmtc.csv
oatrh_payroll,territorial,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_govt_payroll.csv
ocpr_contracts,territorial,False,none,1,0,0,not_materialized,empty,empty,unverifiable,uncertified,data/staging/processed/pr_ocpr_contracts.csv
ogpe_permits,municipal,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_ogpe_permits.csv
opm_fedscope,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_federal_payroll.csv
opportunity_zones,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_opportunity_zones.csv
osl_sutra_crosswalk,territorial_legislation,False,none,1,1,0,fully_materialized,empty,empty,uncontracted,provisional,data/staging/processed/pr_osl_sutra_crosswalk.json
ports_airports_contracts,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_ports_airports_contracts.csv
ports_airports_revenue,infrastructure_revenue,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_ports_airports_revenue.csv
ports_authority,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_ports_concessions.csv
pr_act_154_excise,territorial,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_act_154_excise.csv
pr_cabilderos,lobbying,True,manual_export,1,0,0,partially_materialized,empty,empty,unverifiable,uncertified,data/staging/processed/pr_cabilderos.csv
pr_corporate_registry,manual_export,False,manual_export,1,0,0,partially_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_corporate_registry.csv
pr_general_fund_revenues,territorial,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_general_fund_revenues.csv
pr_income_tax_collections,territorial,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_income_tax_collections.csv
prasa,infrastructure,True,manual_export,1,0,0,partially_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_prasa_contracts.csv
prasa_cer,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_prasa_cer.csv
prasa_cip,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_prasa_cip.csv
prasa_completed_projects,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_prasa_completed_projects.csv
prasa_contracts_master,infrastructure,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/prasa_contracts_master.csv
prasa_rate_revenue,infrastructure_revenue,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_prasa_rate_revenue.csv
prepa_luma_rate_revenue,infrastructure_revenue,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_prepa_rate_revenue.csv
prpha_housing_subsidy,territorial,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_prpha_subsidies.csv
roadwatch_corridor_join,infrastructure,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/roadwatch_corridor_join_candidates.csv
sam_exclusions,entity_resolution,False,api_key:SAM_API_KEY,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/sam_exclusions.csv
sam_opportunities,federal,False,api_key:SAM_API_KEY,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_sam_opportunities.csv
sba_disaster_loans_pr,manual_export,False,manual_export,2,0,0,not_materialized,empty,empty,unverifiable,uncertified,data/staging/processed/sba_recovery_loans_pr.jsonl
sba_ppp,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_sba_ppp.csv
sbir,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_sbir.csv
sf133_budget_execution,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_sf133.csv
stip_tip_projects,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_stip_tip_projects.csv
tourism_room_tax,territorial,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_tourism_roomtax.csv
transit_contracts,infrastructure,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_transit_contracts.csv
transit_fare_revenue,infrastructure_revenue,False,manual_export,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_transit_fare_revenue.csv
usace_permits,federal,False,none,1,0,0,partially_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_usace_permits.csv
usaspending_loans,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_federal_loans.csv
usda_farm_subsidies,federal,False,none,1,0,0,not_materialized,empty,empty,uncontracted,uncertified,data/staging/processed/pr_usda_farm_subsidies.csv
