_source_dataset,_source_pdf,_source_page,_source_table,Número de Contrato,Contratista,Fecha de Otorgación,Fecha de Inicio,Fecha de Terminación,Cuantía,Tipo de Servicio,Comentarios
ACT_2020,Contratos_Vigentes_ACT.pdf,30,1,2020-000126 A,"MenDeg Engineering, PSC",27/04/2020,27/04/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000127 B,"LAM CONSULTING, INC.",04/06/2020,04/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000129,MUNICIPALITY OF LUQUILLO,24/10/2019,24/10/2019,24/10/2021,"$57,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000130 C,"JJM CONSTRUCTION, CORP.",30/06/2020,30/06/2020,31/12/2020,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000132,"DEL VALLE GROUP, S.P.",29/10/2019,12/11/2019,31/10/2021,"$13,656,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000134,LUIS A. COLÓN ROSARIO h/n/c THE LOCO DOG,24/10/2019,24/10/2019,24/10/2024,"$27,600.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000135 A,"DESARROLLADORA J.A., INC.",25/06/2020,25/06/2020,31/12/2020,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000136,"LPC Contractors, Inc.",31/10/2019,12/11/2019,02/08/2021,"$8,168,979.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000137,"LPC & D, INC",31/10/2019,12/11/2019,02/08/2021,"$5,899,914.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000138 A,LUIS E. BORGES REYES,30/06/2020,30/06/2020,31/12/2020,$0.00,SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000139,MUNICIPALITY OF SAN SEBASTIAN,08/11/2019,08/11/2019,08/11/2021,"$11,340.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000140,MUNICIPALITY OF SAN SEBASTIAN,08/11/2019,08/11/2019,08/11/2021,"$184,387.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000141,MUNICIPALITY OF SAN SEBASTIAN,08/11/2019,08/11/2019,08/11/2021,"$305,280.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000142 A,"FDDS MANAGEMENT & ENGINEERING, PSC",16/06/2020,16/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000143 A,"ANDREWS KEY VI, LLC",04/06/2020,04/06/2020,31/12/2020,$0.00,SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000144 A,ESTEBAN NUÑEZ CAMACHO,19/06/2020,19/06/2020,31/12/2020,$0.00,SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,31,1,2020-000145 A,"RRG APPRAISAL GROUP, INC.",04/06/2020,04/06/2020,31/12/2020,$0.00,SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000147 A,"SUPER ASPHALT PAVEMENT, CORP.",23/06/2020,23/06/2020,30/01/2022,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000151,"SUPER ASPHALT PAVEMENT, CORP.",13/11/2019,23/11/2019,15/01/2021,"$4,802,601.47",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000153,"PILOTO CONSTRUCTION, LLC",14/11/2019,02/12/2019,25/03/2021,"$3,627,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000153 A,"PILOTO CONSTRUCTION, LLC",17/07/2020,17/07/2020,20/05/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000156 A,REBECA F. ROJAS COLON,30/06/2020,30/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000157 A,"Melendez, Bravo Y Asociados, Inc.",26/06/2020,26/06/2020,31/12/2020,$0.00,SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000158,Municipality of Morovis,25/11/2019,25/11/2019,25/11/2021,"$60,800.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000159,"COOPERVISION MANUFACTURING PUERTO RICO, LLC",04/11/2019,04/11/2019,31/08/2045,"$1,132,613.03","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000161,"CLUB DE ORO DE CAGUAS PR, INC.",16/12/2019,16/12/2019,16/12/2024,"$137,772.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000162,"CLUB DE ORO DE CAGUAS PR, INC.",16/12/2019,16/12/2019,16/12/2021,"$17,500.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000164 A,"Curbelo & Rullan Consulting Engineers, PSC",27/04/2020,27/04/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000165,"JOSÉ A. BATLLE & ASOCIADOS, C.S.P.",27/12/2019,27/12/2019,26/12/2022,"$478,554.38",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000166,MUNICIPALITY OF GUAYAMA,27/12/2019,27/12/2019,27/12/2021,"$58,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000167,MUNICIPIO DE CANÓVANAS,27/12/2019,27/12/2019,27/12/2021,"$120,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000168 A,MANUEL A. BERMÚDEZ PAGÁN,04/06/2020,04/06/2020,31/12/2020,$0.00,SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,32,1,2020-000171 A,"Behar-Ybarra and Associates,LLP",29/06/2020,29/06/2020,31/12/2020,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000174,"CONTINENTAL CONSTRUCTION & CONSULTING, LLC",07/01/2020,07/01/2020,05/01/2022,"$450,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000174 A,"CONTINENTAL CONSTRUCTION & CONSULTING, LLC",14/01/2020,14/01/2020,05/01/2022,"$815,237.03",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000176,"L. P. C. & D, INC.",09/01/2020,20/01/2020,13/05/2021,"$5,995,017.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000176 A,"L. P. C. & D, INC.",19/06/2020,19/06/2020,08/07/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000178,FIDEICOMISO PARA EL DESARROLLO DE RÍO PIEDRAS,27/12/2019,27/12/2019,27/12/2029,"$1,200.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000181,"Design Build, LLC",07/01/2020,07/01/2020,05/01/2022,"$1,651,350.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000182,"GUEVAREZ & GUEVAREZ, CORP.",10/01/2020,10/01/2020,08/01/2022,"$150,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000183,"Obratec Contratista General, Inc.",09/01/2020,09/01/2020,07/01/2022,"$500,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000185 A,"Constructora I. Melendez, LLC",17/01/2020,17/01/2020,05/01/2022,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000185,"Constructora I. Melendez, LLC",07/01/2020,07/01/2020,05/01/2022,"$3,000,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000186,JM CARIBBEAN BUILDERS CORP.,07/01/2020,07/01/2020,05/01/2022,"$766,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000187,"EJ CONSTRUCTION, SE",11/01/2020,11/01/2020,09/01/2022,"$2,000,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000188,"ROBLES ASPHALT, CORP.",13/01/2020,13/01/2020,13/01/2022,"$400,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000188 A,"ROBLES ASPHALT, CORP.",21/01/2020,21/01/2020,13/01/2022,"$347,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000189,"LUJANI GENERAL CONTRACTOR, INC.",09/01/2020,09/01/2020,07/01/2022,"$600,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,33,1,2020-000189 A,"LUJANI GENERAL CONTRACTOR, INC.",23/06/2020,23/06/2020,28/02/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000190,"LUJANI GENERAL CONTRACTOR, INC.",10/01/2020,10/01/2020,08/01/2022,"$100,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000191,"Constructora I. Melendez, LLC",15/01/2020,15/01/2020,13/01/2022,"$2,500,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000193,"TAMRIO, INC.",07/01/2020,07/01/2020,05/01/2022,"$234,430.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000193 A,"TAMRIO, INC.",07/02/2020,07/02/2020,05/01/2022,"$1,756,962.40",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000193 B,"TAMRIO, INC.",20/02/2020,20/02/2020,05/01/2022,"$474,927.04",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000193 C,"TAMRIO, INC.",23/06/2020,23/06/2020,26/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000198,"PILOTO CONSTRUCTION, LLC",27/01/2020,06/02/2020,26/11/2021,"$5,169,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000198 A,"PILOTO CONSTRUCTION, LLC",27/07/2020,27/07/2020,18/03/2022,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000200,"Barret Hale & Alamo, LLC",29/01/2020,29/01/2020,28/01/2023,"$2,476,185.86",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000201,"LPC Contractors, Inc.",31/01/2020,14/02/2020,07/02/2021,"$5,404,198.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000201 A,"LPC Contractors, Inc.",19/07/2020,19/07/2020,04/04/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000202,"Transporte Rodríguez Asfalto, Inc.",31/01/2020,14/02/2020,03/05/2022,"$8,152,516.50",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000203,"Transporte Rodríguez Asfalto, Inc.",31/01/2020,14/02/2020,07/06/2021,"$6,088,181.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000206 A,"Eclipse Management, LLC",30/06/2020,30/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000207,FIDEICOMISO PARA EL DESARROLLO DE RÍO PIEDRAS,27/12/2019,27/12/2019,27/12/2029,$123.00,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,34,1,2020-000208,"FERROVIAL AGROMAN, LLC",12/02/2020,24/02/2020,18/05/2021,"$2,541,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000208 A,"FERROVIAL CONSTRUCCION PR, LLC",21/07/2020,21/07/2020,18/05/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000208 B,"FERROVIAL CONSTRUCCION PR, LLC",17/07/2020,17/07/2020,13/07/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000209,"CJO Construction, Inc.",11/02/2020,24/02/2020,18/05/2021,"$4,757,996.13",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000209 A,"CJO Construction, Inc.",23/06/2020,23/06/2020,13/07/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000210,Public Safety Department,18/02/2020,18/02/2020,18/02/2021,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000211,MUNICIPALITY OF COAMO,21/02/2020,21/02/2020,21/02/2022,"$141,344.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000212 A,"Procurement Management & Operations Solutions, LLC",16/06/2020,16/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000213 A,"DG3A Design Group, PSC",30/06/2020,30/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000214 A,"Integra Design Group, PSC",30/06/2020,30/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000217,PEDRO A. MORALES HERNÁNDEZ,26/02/2020,26/03/2020,26/02/2023,"$7,920.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000219,"DESARROLLADORA J.A., INC.",04/03/2020,16/03/2020,05/12/2021,"$7,430,375.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000219 A,"DESARROLLADORA J.A., INC.",27/07/2020,27/07/2020,22/01/2022,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000220,CMA ARCHITECTS AND ENGINEERS LLC,06/03/2020,06/03/2020,06/03/2021,"$474,516.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000221,Puerto Rico Infrastructure Financing Authority AFI,10/03/2020,10/03/2020,31/12/2020,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000221,Puerto Rico Integrated Transportation Authority,10/03/2020,10/03/2020,31/12/2020,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,35,1,2020-000222,"PILOTO CONSTRUCTION, LLC",04/03/2020,16/03/2020,05/11/2021,"$7,427,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000224,"PERFECT INTEGRATED SOLUTIONS, INC.",31/03/2020,31/03/2020,31/03/2022,"$227,900.00",SERVICIOS MISCELÁNEOS NO PERSONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000224 A,"PERFECT INTEGRATED SOLUTIONS, INC.",30/06/2020,30/06/2020,31/03/2022,"$271,000.00",SERVICIOS MISCELÁNEOS NO PERSONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000225,Maritime Transport Authority for Puerto Rico and t,03/04/2020,03/04/2020,03/04/2022,"$2,554,187.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000226 A,"ACUMENIAN, LLC",18/08/2020,18/08/2020,30/09/2021,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000227,"PATHWAY SERVICES, INC.",27/04/2020,27/04/2020,30/09/2024,"$1,431,911.25",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000228,Juan O. Virella Sánchez,27/04/2020,27/04/2020,27/04/2021,"$511,311.40",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000229,"Barrett, Hale & Alamo, LLC",27/04/2020,27/04/2020,27/04/2021,"$491,385.82",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000230,"BEHAR-YBARRA & ASSOCIATES, LLP",27/04/2020,27/04/2020,27/04/2021,"$813,901.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000232,"Bermúdez, Longo, Díaz-Massó, LLC",04/05/2020,21/05/2020,10/05/2022,"$11,832,959.40",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000233,TOTAL PETROLEUM PUERTO RICO CORP.,12/05/2020,12/05/2020,12/05/2023,"$177,500.00","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS",
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000233 A,TOTAL PETROLEUM PUERTO RICO CORP.,30/06/2020,30/06/2020,12/05/2023,"$317,500.00","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS",
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000234 A,"OCTAGON CONSULTANT GROUP, CORP.",23/06/2020,23/06/2020,31/12/2020,$0.00,SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000235,"ORTIZ NOLASCO & ASOCIADOS, CSP",15/05/2020,15/05/2020,31/12/2020,"$472,690.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000236,AECOM Caribe L.L.P.,27/05/2020,27/05/2020,27/05/2024,"$4,836,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000237,"BEHAR-YBARRA & ASSOCIATES, LLC",20/05/2020,20/05/2020,31/12/2020,"$719,900.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,36,1,2020-000238,Maritime Transport Authority for Puerto Rico and t,01/06/2020,01/06/2020,01/06/2022,"$211,762.50",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000239,Maritime Transport Authority for Puerto Rico and t,01/06/2020,01/06/2020,01/06/2022,"$320,506.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000240,"Design Build, LLC",19/05/2020,29/05/2020,23/04/2021,"$2,714,653.68",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000241,CPH-PSC,01/06/2020,01/06/2020,31/12/2020,"$278,679.80",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000242,"EAS & ASSOCIATES, PSC",04/06/2020,04/06/2020,31/12/2020,"$317,485.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000244 A,"Barrett, Hale & Alamo, LLC",30/06/2020,30/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000245,"UNIPRO ARCHITECTS- ENGINEERS, LLP",04/06/2020,04/06/2020,04/06/2021,"$332,506.73",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000246,CMA ARCHITECTS AND ENGINEERS LLC,04/06/2020,04/06/2020,31/12/2020,"$250,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000249,411 Claims P.R. LLC,01/06/2020,01/06/2020,30/06/2022,$0.00,SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000250,"A&N ROADS DEVELOPMENT, LLC",09/06/2020,19/06/2020,24/05/2021,"$3,734,435.05",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000251,SUPERASPHALT PAVEMENT CORP,09/06/2020,19/06/2020,13/06/2021,"$3,906,975.68",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000252,"CJO Construction, Inc.",09/06/2020,22/06/2020,17/05/2021,"$1,543,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000254,"CSA ARCHITECTS AND ENGINEERS, LLP",23/06/2020,23/06/2020,31/12/2020,"$1,800,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000255,MUNICIPALITY OF GUAYANILLA,22/06/2020,22/06/2020,22/06/2022,"$102,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000256,MUNICIPALITY OF CANOVANAS,22/06/2020,22/06/2020,22/06/2022,"$175,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000257,MUNICIPALITY OF LAJAS,22/06/2020,22/06/2020,22/06/2022,"$139,118.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,37,1,2020-000258,MUNICIPALITY OF FLORIDA,22/06/2020,22/06/2020,22/06/2022,"$130,073.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000259,MUNICIPALITY OF LAJAS,22/06/2020,22/06/2020,22/06/2022,"$256,264.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000260,"FDDS MANAGEMENT & ENGINEERING, PSC",23/06/2020,23/06/2020,31/12/2020,"$518,440.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000261,"O & M CONSULTING ENGINEERING ,P.S.C.",09/06/2020,09/06/2020,31/03/2021,"$249,754.94",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000263,"MD Engineers, PSC",23/06/2020,23/06/2020,31/12/2020,"$367,395.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000264,AECOM Caribe L.L.P.,23/06/2020,23/06/2020,23/06/2021,"$891,157.32",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000265,MUNICIPIO DE AGUADA,23/06/2020,23/06/2020,23/06/2022,"$180,112.50",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000266,Juan O. Virella Sánchez,25/06/2020,25/06/2020,25/06/2023,"$665,170.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000267,MUNICIPALITY OF NARANJITO,25/06/2020,25/06/2020,25/06/2022,"$276,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000268,"EBP DESIGN GROUP CONSULTING ENGINEERS, PSC",29/06/2020,29/06/2020,29/06/2021,"$496,311.30",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000269,"GEOCIM, INC, PSC",27/06/2020,27/06/2020,31/03/2021,"$96,485.00",SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000270,"H2 Asociados, PSC",30/06/2020,30/06/2020,30/06/2021,"$503,035.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2020-000271,"MGV-GES LAB, INC",17/06/2020,17/06/2020,31/03/2021,"$153,453.00",SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2021-000001,"EMPRESAS JBR, INC.",01/07/2020,13/07/2020,07/07/2021,"$587,777.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2021-000002,Super Asphalt Pavement Corp.,23/06/2020,03/07/2020,07/06/2021,"$3,188,499.44",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2021-000003,MUNICIPALITY OF GURABO,02/07/2020,02/07/2020,02/07/2022,"$173,200.00",INTERAGENCIALES,
